word1,word2,mean(remove_extreme_annotator),sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,mean
言い足す,付け加える,5.8,5,7,6,6,5,7,9,5,6,7,6.3
言った,称した,6.6,8,8,6,6,5,7,6,7,4,5,6.2
戸惑う,困る,6.8,8,7,5,7,7,8,6,3,7,5,6.3
戸惑った,困惑した,7.8,6,9,9,7,8,8,7,7,8,9,7.8
戸惑った,迷った,6.6,9,8,6,5,5,8,8,5,8,4,6.6
戸惑っている,迷っている,4.8,2,6,6,5,5,8,8,8,7,4,5.9
戸惑っている,混乱している,6.8,8,8,6,6,6,8,6,7,6,8,6.9
戸惑っている,当惑している,7.8,9,8,7,7,8,8,7,8,8,9,7.9
戸惑っている,困っている,7.2,8,8,8,5,7,8,7,7,7,5,7.0
後退した,退却した,6.6,8,6,7,6,6,9,5,1,4,7,5.9
後退した,衰退した,6,8,7,7,3,5,7,5,1,6,5,5.4
後退する,退避する,6.6,8,8,7,4,6,8,4,7,2,7,6.1
後退する,撤退する,5.6,8,8,7,0,5,7,5,5,6,5,5.6
口にした,伝えた,7.2,8,8,6,6,8,8,6,7,6,8,7.1
口に出した,称した,5.4,7,6,4,5,5,7,3,5,5,5,5.2
口外しない,隠す,6,8,6,5,4,7,8,4,3,6,6,5.7
口論になる,主張しあう,5.4,6,4,7,5,5,8,6,8,7,5,6.1
口論になる,もめる,7.8,8,8,10,6,7,9,5,7,9,6,7.5
口論になる,喧嘩する,7.4,9,8,8,5,7,9,4,8,7,4,6.9
広げた,拡大した,7.8,8,9,8,7,7,9,6,8,8,6,7.6
控えめな,慎ましやかな,7.4,9,9,7,5,7,9,6,9,7,8,7.6
考察した,躊躇した,1,2,0,0,0,3,0,3,5,1,2,1.6
荒む,荒れる,7.6,10,6,7,6,9,9,9,5,7,8,7.6
荒れた,荒廃した,8.2,9,9,7,7,9,9,8,6,7,8,7.9
荒れた,整ってない,6.2,7,8,6,3,7,8,6,3,4,5,5.7
荒れた,廃れた,7.2,8,9,7,4,8,9,7,4,8,8,7.2
荒れている,波だっている,6.2,8,5,9,4,5,7,5,5,7,6,6.1
荒れる,一悶着ある,2.4,3,0,0,5,4,9,4,5,5,5,4.0
合う,合体する,7.2,7,7,9,8,5,8,4,1,2,5,5.6
合わさる,合体する,8.4,9,9,7,9,8,8,8,7,6,7,7.8
合わさる,一致する,7.2,6,8,8,7,7,9,6,1,2,7,6.1
合わせた,飾った,1.6,3,0,0,0,5,0,4,1,3,2,1.8
合致した,一致した,9,10,9,9,8,9,9,10,7,8,8,8.7
合致する,合わさる,7.4,6,8,7,9,7,9,5,7,3,7,6.8
合致する,合っている,8.6,9,9,9,9,7,9,9,7,7,7,8.2
告げた,言った,7.4,8,5,9,7,8,9,10,9,5,7,7.7
困った,混乱した,7,9,6,7,5,8,8,7,7,5,5,6.7
困惑した,迷惑した,6,9,6,8,3,4,8,5,1,4,2,5.0
困惑している,混乱している,6.8,8,6,8,5,7,9,7,2,6,5,6.3
懇願する,頼み込む,7.4,5,8,9,7,8,9,8,9,8,8,7.9
懇願する,頼む,7.2,9,8,7,6,6,8,8,8,7,5,7.2
混迷した,困った,6.4,5,7,8,5,7,8,7,3,3,5,5.8
混迷した,困惑した,6.6,6,6,7,6,8,8,7,7,4,5,6.4
混迷した,当惑した,6.8,7,7,7,5,8,8,6,7,4,6,6.5
混乱した,迷った,7,8,7,9,4,7,8,5,5,3,4,6.0
混乱している,おどおどしている,5.4,8,5,7,3,4,6,3,3,3,3,4.5
塞ぎ込んだ,病んだ,5.2,5,3,7,6,5,3,5,2,2,5,4.3
塞ぎ込んだ,傷ついた,3.4,5,5,2,0,5,3,4,1,2,4,3.1
採った,取った,7.2,9,7,8,4,8,4,7,9,5,6,6.7
採った,獲得した,6.2,6,7,6,6,6,5,7,7,6,4,6.0
採った,採取した,8.4,9,9,9,7,8,9,9,9,6,8,8.3
採られた,取らされた,6.4,9,6,8,4,5,7,6,4,3,3,5.5
採取した,取った,8.2,10,9,9,5,8,7,7,5,6,7,7.3
採集された,捕らえられた,6.2,5,8,6,5,7,6,6,5,5,7,6.0
採集した,採った,7.4,6,9,8,5,9,9,6,7,7,8,7.4
採集した,取った,6.2,5,7,6,5,8,7,6,5,5,5,5.9
栽培した,採取した,2,1,5,0,0,4,0,3,3,2,3,2.1
栽培した,取った,0.6,0,0,0,0,3,7,3,3,3,2,2.1
載った,明記した,6.4,8,6,8,5,5,8,5,3,3,5,5.6
載った,掲載した,8,9,7,9,7,8,8,9,3,5,7,7.2
載った,記した,6.4,8,7,8,4,5,8,5,3,4,4,5.6
載った,記載された,7.4,9,8,9,4,7,9,9,6,7,5,7.3
載る,書いてある,6.4,9,6,9,3,5,5,7,7,7,5,6.3
際立つ,合う,1.6,0,2,0,0,6,6,3,1,7,3,2.8
際立った,目立った,6.6,8,8,5,6,6,8,10,7,8,3,6.9
作用する,はまる,2.8,3,1,1,4,5,8,6,1,3,2,3.4
削除する,排除する,7,9,7,9,3,7,9,7,5,3,7,6.6
削除する,除く,7.6,8,9,9,5,7,9,6,6,4,8,7.1
錯乱する,乱れる,6.4,8,4,8,5,7,9,8,7,3,5,6.4
参考にした,利用した,5.4,8,4,5,4,6,3,5,5,5,7,5.2
散らかった,荒れた,5,5,4,6,5,5,7,5,5,5,5,5.2
伺える,あふれる,1.6,0,1,0,3,4,0,4,5,3,3,2.3
使用した,用いた,6.6,7,5,7,5,9,7,10,8,8,9,7.5
使用した,飾った,3.4,4,5,4,0,4,2,5,7,4,3,3.8
使用している,配置されている,2.4,4,2,0,0,6,2,5,3,3,5,3.0
姿を消した,無くなった,5.2,7,3,5,3,8,8,6,5,9,5,5.9
姿を消した,消滅した,6.6,7,6,7,6,7,9,7,4,7,5,6.5
子供をつくった,妊娠させた,6.6,6,9,7,5,6,7,6,8,6,6,6.6
子供を宿した,妊娠した,8.4,8,9,9,7,9,9,10,8,9,8,8.6
指でつかんだ,つまんだ,7,8,9,6,4,8,8,8,8,9,8,7.6
指ではさんだ,つまんだ,7.2,10,9,6,5,6,8,9,8,7,6,7.4
指ではさんだ,はさんだ,6.6,7,9,5,5,7,8,8,8,7,3,6.7
指ではさんだ,持った,5.6,6,7,5,5,5,1,6,7,6,3,5.1
指揮する,指導する,6.4,7,9,8,3,5,9,5,9,8,5,6.8
指先で挟んだ,はさんだ,6.8,8,9,8,4,5,8,8,8,4,4,6.6
指先で持つ,つかむ,5.4,6,5,5,5,6,7,7,7,8,3,5.9
指導する,引っ張る,5,6,7,5,0,7,8,6,5,4,4,5.2
止まる,消える,3.8,7,2,5,0,5,5,2,1,2,3,3.2
止む,なくなる,4.6,4,7,5,0,7,5,3,1,5,7,4.4
死去した,死亡した,9.4,9,10,10,9,9,9,10,10,10,9,9.5
似合う,目立つ,0.8,0,0,0,0,4,4,3,5,6,3,2.5
似合った,あった,5,6,5,2,4,8,8,7,5,8,7,6.0
持ち合わせている,隠している,1.4,0,0,3,0,4,0,1,1,2,2,1.3
持ち上がった,出てきた,6.4,7,7,8,3,7,7,6,3,3,8,5.9
持った,挟んだ,2.2,2,1,0,3,5,1,5,5,5,4,3.1
示される,表面化する,6.6,8,8,6,5,6,7,5,5,6,3,5.9
示した,指した,5.2,6,5,4,4,7,8,7,5,7,8,6.1
辞退する,やめる,7.2,9,8,7,5,7,9,8,6,6,8,7.3
疾駆した,疾走した,7.2,10,5,8,6,7,9,8,9,8,8,7.8
疾駆した,走った,6,8,5,6,5,6,7,7,7,8,5,6.4
疾駆する,疾走する,7.2,10,5,8,6,7,9,7,9,8,8,7.7
疾駆する,ひたすら走る,6,7,5,4,7,7,7,6,6,7,6,6.2
疾走した,元気よく走った,4.6,4,6,4,4,5,6,6,7,7,4,5.3
疾走した,走った,6.4,7,7,6,5,7,8,9,5,8,5,6.7
疾走する,突進する,5.4,7,7,4,4,5,8,5,5,7,5,5.7
疾走する,駆け抜ける,8.2,7,10,7,9,8,9,5,6,8,7,7.6
疾走する,爆走する,6,2,5,5,9,9,9,8,6,7,6,6.6
疾走する,ひたすら走る,7,6,8,5,8,8,7,6,6,7,6,6.7
疾走する,駆け巡る,5.4,5,6,4,7,5,7,7,4,6,5,5.6
疾走する,走る,7.8,8,8,8,8,7,8,9,6,7,5,7.4
寂れた,荒廃した,7.4,9,7,6,8,7,8,6,8,8,7,7.4
寂れた,荒れた,5.4,4,5,6,8,4,8,6,8,6,7,6.2
主張しあう,争う,6.4,3,8,7,8,6,3,4,7,6,6,5.8
取った,取得した,7.4,9,7,5,10,6,7,8,7,7,7,7.3
取っ払う,排除する,8.6,9,9,9,9,7,9,7,5,7,8,7.9
取り去る,除外する,7.6,6,9,6,10,7,9,8,6,7,8,7.6
取り合わせた,取りいれた,5.4,8,5,3,8,3,6,8,6,7,3,5.7
取り合わせた,飾りつけた,5,6,4,6,7,2,5,6,1,6,2,4.5
取り除いた,消した,5.2,3,7,4,7,5,8,5,5,6,7,5.7
取り除いた,なくした,5,3,6,6,6,4,8,7,5,7,8,6.0
取り除いた,排斥した,7.6,9,8,6,8,7,8,7,6,8,6,7.3
取り除いた,排除した,8.4,9,7,8,10,8,9,8,6,8,8,8.1
取り除いた,除去した,8.6,8,9,9,8,9,9,8,6,8,8,8.2
取り除き,廃止した,4.8,7,3,5,6,3,8,5,4,3,6,5.0
取り除く,除く,7.8,7,9,9,9,5,8,10,5,6,7,7.5
取り除く,なくす,7.4,8,8,9,9,3,8,7,5,6,8,7.1
取り除く,取っ払う,8.6,9,9,9,9,7,9,7,5,8,8,8.0
取り入れた,飾った,1.8,2,1,0,3,3,5,5,4,2,3,2.8
取り払いする,撤退する,3.4,4,5,1,4,3,6,5,1,3,3,3.5
手に取った,つまんだ,5.6,5,5,4,7,7,1,5,7,5,3,4.9
受け継いだ,継いだ,8.6,8,9,9,9,8,9,8,5,7,8,8.0
受け継ぐ,継承する,9.6,10,9,9,10,10,9,8,8,9,9,9.1
受け入れた,引き受けた,7.6,8,9,6,9,6,9,7,7,8,7,7.6
受け入れた,認めた,7.4,7,8,9,8,5,9,7,6,6,7,7.2
受け入れた,同意した,8.2,8,9,8,8,8,9,6,7,6,5,7.4
受諾する,引き受ける,8.6,6,9,9,10,9,9,7,7,8,7,8.1
収集された,捕らえられた,5.8,7,8,4,2,8,7,5,6,3,5,5.5
収集した,取得した,5.2,7,3,8,6,2,7,4,3,3,5,4.8
収集した,採った,7,5,9,6,7,8,8,4,6,7,4,6.4
収集した,採取した,7.8,7,9,7,8,8,8,4,7,6,5,6.9
収集した,獲得した,5.2,4,6,5,7,4,8,4,4,4,3,4.9
収集した,取った,6.8,8,8,8,6,4,8,5,5,6,4,6.2
秀でる,勝っている,8,6,9,9,8,8,9,5,8,8,8,7.8
秀でる,優れる,8.6,9,9,7,9,9,9,8,9,8,6,8.3
秀でる,上回る,7.2,6,8,8,8,6,9,6,8,7,7,7.3
充実した,発展した,4.4,6,5,5,2,4,8,6,5,3,5,4.9
充実した,広げた,4.6,6,6,5,2,4,7,4,5,3,3,4.5
宿す,隠している,2,4,2,0,1,3,2,3,5,4,3,2.7
熟した,成長した,7.6,6,9,7,8,8,8,4,6,7,5,6.8
熟した,熟達した,8.2,9,8,7,8,9,8,7,7,6,7,7.6
熟している,成長している,7.4,9,7,5,8,8,8,4,6,7,5,6.7
熟している,成熟している,8.4,9,8,7,8,10,8,9,6,8,7,8.0
出てくる,見られる,3,5,5,2,0,3,8,6,3,3,3,3.8
出る,出現する,8,8,8,7,10,7,9,9,5,6,7,7.6
出現した,出てきた,9.2,8,9,9,10,10,9,9,6,8,7,8.5
出現する,出てくる,8,9,8,5,10,8,9,9,5,8,7,7.8
巡る,進む,3.4,4,4,0,6,3,2,6,5,2,3,3.5
処方した,出した,4.8,4,8,4,4,4,3,7,5,3,4,4.6
書いてある,記される,7.6,7,8,6,10,7,7,8,6,5,6,7.0
書かれた,記された,8,8,9,4,10,9,7,10,6,7,7,7.7
書かれた,掲載された,6.8,8,6,5,5,10,8,8,7,6,5,6.8
書かれておる,記載されておる,9.4,9,9,9,10,10,8,10,7,7,7,8.6
書き出した,持ってきた,0.6,0,2,0,0,1,0,5,3,2,2,1.5
除外した,取り除いた,8.6,7,10,8,10,8,9,10,5,8,8,8.3
除外する,除去する,7.8,5,9,8,9,8,9,9,8,7,8,8.0
除外する,取っ払う,7.6,9,8,7,9,5,9,8,6,7,8,7.6
除去した,消した,7.2,8,6,9,8,5,9,6,6,6,5,6.8
除去した,排除した,7.4,9,7,9,7,5,9,8,6,7,8,7.5
除去する,排除する,7.4,7,9,9,7,5,9,8,6,7,8,7.5
勝つ,優れる,6.4,7,7,6,8,4,9,6,1,6,7,6.1
勝っている,優れている,8.2,8,9,8,8,8,9,7,2,8,7,7.4
勝てる,勝る,5.8,3,7,6,9,4,9,9,8,3,5,6.3
勝る,超える,7.6,7,9,6,8,8,9,9,5,4,7,7.2
勝負した,挑んだ,8.2,9,8,6,9,9,7,7,6,7,7,7.5
承諾した,決意した,3.2,1,5,5,1,4,8,4,1,2,3,3.4
承諾した,認めた,8.2,9,8,9,8,7,9,8,8,8,7,8.1
承諾した,承認した,8.2,9,8,9,7,8,9,7,7,9,8,8.1
承知した,承認した,6,3,6,8,6,7,9,9,7,8,5,6.8
承知した,受諾した,7,5,9,8,6,7,9,9,7,7,5,7.2
承知した,認めた,6.8,6,9,9,5,5,9,7,6,7,5,6.8
承知した,引き受けた,6.8,5,7,8,9,5,9,9,6,8,7,7.3
承知した,承諾した,8.2,9,9,7,8,8,9,9,7,8,5,7.9
承知した,同意した,7.2,9,9,7,4,7,9,8,7,6,3,6.9
承知した,了承した,8.4,9,9,8,7,9,9,9,8,8,7,8.3
承知した,受け入れた,8,9,9,8,6,8,9,7,7,7,7,7.7
承知した,容認した,6.8,8,7,7,3,9,9,9,8,7,5,7.2
承知する,引き受ける,6.8,8,5,8,7,6,9,5,7,6,7,6.8
承知する,承認する,7.2,8,7,8,5,8,9,8,7,8,5,7.3
承知する,受諾する,6.8,7,6,7,8,6,9,8,8,7,5,7.1
承服する,承知する,6.2,9,5,8,1,8,9,10,7,8,8,7.3
承服する,引き受ける,5.8,7,4,5,6,7,9,8,7,6,7,6.6
承服する,了承する,5.8,7,5,7,2,8,9,9,7,7,7,6.8
承服する,承諾する,6.4,8,6,8,5,5,9,10,7,8,5,7.1
昇天した,亡くなった,5.6,9,7,6,3,3,9,8,9,6,8,6.8
消えた,排除した,5,5,8,6,4,2,8,5,5,3,5,5.1
消えた,なくなった,8.8,8,9,10,8,9,9,9,4,7,7,8.0
消えて無くなった,消滅した,8.6,10,9,7,8,9,9,9,6,6,8,8.1
消える,止む,5.8,8,9,7,3,2,6,5,2,2,8,5.2
消え去る,消える,8.2,9,9,7,9,7,8,7,5,5,6,7.2
消え失せる,消失する,8.6,8,8,9,10,8,9,9,8,6,9,8.4
消え失せる,消滅する,8,8,8,7,9,8,9,9,7,6,8,7.9
消し去った,消した,7.8,7,8,8,7,9,9,8,7,7,7,7.7
消散した,喪失した,2.8,5,1,2,3,3,9,7,7,2,5,4.4
消散した,消えた,6.8,8,4,7,6,9,9,8,7,3,7,6.8
消散した,滅亡した,4.8,5,6,7,2,4,9,7,3,2,5,5.0
消散した,消滅した,7.2,7,6,7,8,8,9,9,7,6,7,7.4
消失した,無くなった,8.4,8,8,9,8,9,9,9,7,7,7,8.1
消失する,消える,8.2,10,9,7,8,7,9,9,7,6,7,7.9
消滅した,終了した,4.8,5,9,6,2,2,9,5,3,2,5,4.8
消滅した,消えた,8.8,8,10,9,9,8,9,8,7,6,8,8.2
消滅した,なくなった,8.6,9,8,10,8,8,9,8,5,7,7,7.9
消滅する,消える,8,7,7,8,9,9,9,8,5,7,8,7.7
称した,名乗った,8,8,9,4,10,9,9,6,5,7,8,7.5
笑う,にっこりする,7.4,9,5,6,10,7,5,7,8,6,7,7.0
笑みを浮かべた,笑いかけた,6.6,7,9,6,8,3,5,7,8,7,6,6.6
笑みを浮かべた,にこにこした,7.2,8,7,8,10,3,6,8,8,8,6,7.2
笑顔を向けた,笑いかけた,8,10,7,6,9,8,8,7,8,7,8,7.8
笑顔を向けた,にんまりした,7.8,7,7,10,8,7,5,7,7,6,6,7.0
笑顔を向けた,にこにこした,7.2,6,8,6,9,7,5,7,7,7,6,6.8
笑顔を向けた,ニコニコした,7.6,7,8,7,9,7,5,7,8,7,6,7.1
上がった,上昇した,9,9,9,9,10,8,8,9,9,5,8,8.4
上に行く,上回る,6.6,7,9,5,3,9,6,8,1,6,7,6.1
上回る,超える,9,8,9,9,10,9,9,9,7,8,8,8.6
上昇する,上がる,8.4,9,8,8,10,7,9,9,9,7,8,8.4
乗せた,持った,1.8,4,0,2,0,3,0,6,1,3,3,2.2
常にいる,常駐する,8.6,6,10,7,10,10,9,7,8,8,5,8.0
常に居た,駐屯させた,6.8,9,8,9,2,6,8,3,7,7,5,6.4
常に待機した,常時滞在した,7,6,9,6,6,8,9,7,8,8,4,7.1
常に駐在した,常駐した,9.4,8,10,9,10,10,9,7,8,10,8,8.9
常勤される,駐在される,7,8,7,6,7,7,8,8,5,7,5,6.8
常勤される,常駐される,7,8,7,7,7,6,9,8,7,8,7,7.4
常勤される,いつもいる,5.8,7,6,7,2,7,9,4,8,7,5,6.2
常勤した,常駐した,6.6,8,4,6,7,8,9,8,8,8,7,7.3
常勤した,駐在した,6.2,7,4,5,7,8,6,8,6,2,5,5.8
常勤する,駐留する,5.6,7,4,5,4,8,6,8,6,2,5,5.5
譲歩した,妥協した,7,5,9,8,5,8,7,8,7,3,7,6.7
譲歩した,譲った,8.4,8,10,8,9,7,8,8,7,8,7,8.0
拭う,拭く,7.6,4,6,9,10,9,10,8,6,8,8,7.8
拭き取る,ふく,7.8,8,6,8,8,9,9,8,8,9,8,8.1
拭き取る,拭く,8,8,7,8,8,9,9,8,7,9,8,8.1
蝕まれる,崩れる,2.8,2,5,2,2,3,8,5,2,0,2,3.1
蝕んだ,痛めた,3.8,2,7,4,2,4,5,3,3,0,5,3.5
蝕んだ,壊れた,3.4,5,4,2,3,3,6,5,2,0,2,3.2
尻込みしている,ためらっている,6.6,8,6,7,3,9,9,8,8,3,7,6.8
尻込みする,ためらう,6.4,7,5,7,3,10,9,8,8,3,7,6.7
尻込みする,止める,3.2,5,4,3,1,3,5,5,3,0,5,3.4
信心した,信教した,5.2,8,5,7,3,3,9,8,4,6,8,6.1
信心した,信奉した,6.8,8,6,7,5,8,10,8,5,7,8,7.2
信心した,信じた,5.8,8,7,6,0,8,5,5,6,8,8,6.1
信心した,信仰した,7.6,8,7,8,7,8,10,8,6,8,8,7.8
信心した,崇拝した,5.8,7,8,7,0,7,6,8,7,8,8,6.6
信心する,崇拝する,6.2,8,8,8,0,7,6,8,7,8,8,6.8
審議した,討論した,7,5,9,8,8,5,9,8,6,3,5,6.6
審議した,話あった,7.2,5,7,7,8,9,8,8,7,5,5,6.9
審議した,議論した,7.6,8,8,7,8,7,9,8,7,3,5,7.0
心に持った,秘めた,6.6,7,4,5,9,8,7,7,7,0,3,5.7
申し出た,名乗った,7,8,7,9,8,3,7,5,4,5,5,6.1
真似た,演じた,5.4,7,7,6,1,6,5,5,3,0,3,4.3
身ごもらせた,孕ませた,8.4,10,6,8,10,8,10,8,7,7,8,8.2
身ごもらせた,妊娠させた,9,10,8,8,10,9,10,8,8,8,10,8.9
身籠った,妊娠した,9.2,7,10,9,10,10,10,8,9,8,10,9.1
進行する,行く,5.8,7,5,5,8,4,6,5,6,5,5,5.6
進行する,歩む,6.4,8,7,8,2,7,6,5,5,5,7,6.0
尽きた,途絶えた,7.4,8,7,8,5,9,8,8,6,3,7,6.9
尽きる,途切れる,7,8,6,7,6,8,7,7,6,3,7,6.5
衰えた,弱体化した,7.6,8,9,6,8,7,9,7,7,7,8,7.6
衰退した,弱体化した,8,8,7,8,8,9,8,7,7,5,8,7.5
衰退した,衰えた,8.6,9,9,9,8,8,10,8,7,9,10,8.7
崇拝した,信奉した,7.6,5,9,8,7,9,7,8,6,6,8,7.3
崇拝した,信仰した,7.8,9,7,7,7,9,8,8,6,6,8,7.5
制御した,動かした,4.4,4,8,5,2,3,5,1,5,0,0,3.3
制御した,操縦した,7.6,5,8,8,9,8,8,3,6,2,7,6.4
制御する,コントロールする,9.6,10,9,9,10,10,10,8,9,8,10,9.3
制御できる,操縦できる,7.2,8,7,5,9,7,8,3,8,6,7,6.8
成りすます,真似る,5.2,6,6,5,5,4,7,3,2,3,5,4.6
成熟した,成長した,7.4,7,5,9,8,8,8,7,7,3,7,6.9
成熟した,発達した,8,9,7,8,8,8,8,7,7,3,5,7.0
成熟する,発展する,5.6,4,7,8,3,6,8,5,6,3,5,5.5
成熟する,完成する,7.8,7,8,9,7,8,6,5,6,3,7,6.6
成長した,発達した,7.6,8,8,6,8,8,9,7,7,3,5,6.9
成長していた,発達していた,7.8,8,9,6,8,8,9,7,7,3,5,7.0
整わなくなる,乱れる,7,5,8,6,9,7,7,7,6,2,5,6.2
生じる,出てくる,5.4,8,6,4,7,2,6,8,6,3,2,5.2
逝った,死去した,8.4,9,10,7,7,9,10,9,8,9,10,8.8
逝った,死んだ,8.6,7,10,9,7,10,10,9,8,9,10,8.9
逝った,他界した,8.8,9,9,8,8,10,10,9,8,9,10,9.0
逝去した,死んだ,9.2,9,10,9,8,10,10,9,8,9,10,9.2
跡を追う,遡る,4.6,3,7,2,3,8,4,5,5,0,3,4.0
跡を追う,たどる,6.8,10,6,6,4,8,7,5,6,6,5,6.3
跡を追う,なぞる,6,5,8,7,3,7,3,3,6,0,5,4.7
跡を追う,探し求める,6,6,6,6,5,7,5,3,5,0,3,4.6
切願した,頼んだ,5.6,7,4,6,2,9,4,5,7,6,5,5.5
切願した,嘆願した,7,7,6,7,5,10,8,7,8,7,7,7.2
切願する,懇願する,7.2,7,5,8,6,10,8,8,8,8,7,7.5
切願する,頼む,5.8,6,6,8,2,7,6,5,6,6,5,5.7
切望した,懇願した,7.2,7,8,7,6,8,9,8,6,7,7,7.3
折り合いをつける,譲歩する,5.6,8,5,5,6,4,9,7,5,5,7,6.1
絶えた,終わった,7.6,9,9,7,6,7,9,8,7,7,5,7.4
絶えた,止まった,6,8,7,8,4,3,6,8,3,5,5,5.7
絶える,なくなる,6.2,9,7,7,5,3,9,8,6,5,7,6.6
絶える,消える,6,8,7,6,7,2,6,5,6,5,7,5.9
絶滅した,消えた,6.6,8,7,8,7,3,6,3,5,7,7,6.1
絶滅した,消滅した,7.4,8,9,9,7,4,7,3,7,7,7,6.8
千切れやすく,壊れやすく,4.8,8,6,5,4,1,4,4,6,3,3,4.4
千切れやすく,崩れやすく,5,7,7,6,4,1,4,3,4,3,3,4.2
占拠する,占める,8,6,9,9,8,8,8,5,6,8,8,7.5
占拠する,占有する,7.6,7,8,8,8,7,9,8,8,8,8,7.9
占有する,もつ,3.4,6,5,1,0,5,7,3,4,7,5,4.3
占有する,占める,7.6,6,9,9,8,6,7,5,6,7,8,7.1
戦った,チャレンジした,4.6,8,4,3,5,3,5,4,5,0,3,4.0
戦った,勝負した,7,8,8,6,7,6,9,3,7,7,5,6.6
潜ませる,隠す,5,5,8,6,5,1,4,5,4,6,5,4.9
潜めた,持った,0.4,0,2,0,0,0,2,1,3,0,3,1.1
潜めた,隠した,5.4,7,7,6,5,2,4,2,6,3,5,4.7
鮮やかに見えた,似合った,2.6,5,4,2,2,0,0,2,4,0,2,2.1
繕う,あしらう,3.2,6,4,2,3,1,3,2,3,5,5,3.4
繕う,装う,5.4,6,5,7,4,5,6,7,6,5,5,5.6
繕う,扱う,0.2,0,1,0,0,0,0,2,3,0,2,0.8
繕う,配置する,0.4,0,0,0,0,2,0,2,2,0,3,0.9
繕った,見せかけた,4.8,5,5,7,3,4,5,7,6,0,5,4.7
繕った,取り繕った,7,7,7,8,8,5,9,5,5,2,5,6.1
狙った,見た,2.4,4,0,1,2,5,4,3,2,0,1,2.2
遡る,調べる,4.8,7,3,7,4,3,2,5,5,0,3,3.9
喪失した,なくなった,8,9,7,9,7,8,9,8,7,7,7,7.8
喪失した,消えた,7.8,8,7,9,7,8,7,5,7,3,7,6.8
掃討した,排除した,7,7,7,7,7,7,9,8,7,5,5,6.9
操作した,動かした,7.6,8,9,9,6,6,10,8,8,5,5,7.4
操作する,動かす,7.8,8,7,9,6,9,10,8,8,5,5,7.5
操作できる,運転できる,7.4,8,5,8,8,8,8,5,7,6,5,6.8
操作できる,コントロールできる,7.4,8,7,7,8,7,6,8,8,5,8,7.2
操縦した,運転した,8.4,8,8,9,8,9,10,7,9,3,7,7.8
操縦する,操る,8.6,9,9,9,8,8,8,8,7,8,8,8.2
争う,一悶着ある,3,1,0,0,7,7,4,8,6,3,7,4.3
装う,真似る,6,4,8,7,5,6,2,5,5,0,3,4.5
装った,演じた,6.8,8,7,6,7,6,3,5,6,0,3,5.1
装った,真似た,6.2,7,7,7,5,5,2,5,7,0,3,4.8
装飾されている,飾ってある,8,9,7,8,8,8,8,5,7,8,7,7.5
装着した,つけた,7.8,8,9,7,8,7,10,7,6,5,5,7.2
装着した,着用した,7,7,6,7,8,7,7,7,7,8,5,6.9
走行する,走る,8.4,8,7,9,8,10,9,7,8,8,7,8.1
増強した,拡張した,6,8,6,6,4,6,8,7,3,7,5,6.0
息を引き取った,永眠した,9,10,9,9,10,7,10,9,9,8,10,9.1
息を引き取った,逝去した,9.4,10,9,9,10,9,10,9,9,8,10,9.3
息を引き取った,死んだ,9.4,10,9,9,10,9,10,9,9,8,10,9.3
他界した,死亡した,9.4,9,10,9,10,9,10,9,10,8,10,9.4
他界した,逝去した,9.6,9,10,9,10,10,10,9,10,8,10,9.5
他界した,死んだ,9.6,10,9,9,10,10,10,9,10,8,10,9.5
妥協した,あきらめた,6.8,5,8,5,7,9,8,7,4,0,7,6.0
妥協する,歩み寄る,7.6,9,8,7,6,8,6,6,8,1,5,6.4
妥協する,譲歩する,7.6,9,8,7,7,7,7,8,9,1,7,7.0
打ち勝つ,優れる,5.6,4,8,6,2,8,4,3,5,0,5,4.5
打ち勝つ,勝てる,5.6,7,6,4,6,5,6,5,3,3,5,5.0
打ち勝つ,勝つ,8.2,7,9,9,7,9,9,5,6,8,8,7.7
打ち勝つ,取って代わる,4.2,5,7,6,0,3,3,3,1,0,5,3.3
舵を取る,操縦する,8,10,8,7,7,8,7,7,7,3,7,7.1
待ちかねる,待ちきれない,6.8,8,7,7,4,8,6,8,8,3,7,6.6
待ちわびる,待ちきれない,6.6,8,5,7,7,6,4,8,7,3,7,6.2
待ち焦がれた,待ちきれない,7.2,7,7,7,7,8,3,8,4,5,7,6.3
待ち焦がれる,待ちきれない,7.2,9,6,7,7,7,3,8,4,5,7,6.3
退いた,撤退した,8.6,9,9,9,8,8,8,8,6,5,7,7.7
退却した,撤退した,8,9,7,9,8,7,8,8,7,7,7,7.7
退却する,退く,7.8,5,10,9,9,6,9,8,7,8,7,7.8
退却する,逃げる,6.8,8,8,5,8,5,8,5,4,7,8,6.6
退却する,退散する,7.4,5,8,8,8,8,9,5,6,8,7,7.2
退却する,後退する,7.4,6,8,9,7,7,8,3,4,8,7,6.7
退却する,辞退する,7.2,7,8,7,6,8,4,7,2,0,3,5.2
退却する,撤去する,7,8,8,8,6,5,3,5,2,5,5,5.5
退去した,退いた,7.6,8,9,6,9,6,8,8,5,9,5,7.3
退去した,退却した,7.6,7,8,8,8,7,8,8,6,9,7,7.6
退去する,撤退する,7.4,9,7,7,8,6,7,8,7,8,5,7.2
退去する,退陣する,7.2,7,7,6,8,8,6,8,6,8,5,6.9
退散する,後退する,6.8,4,7,8,7,8,6,3,7,2,7,5.9
退陣する,退散する,6.6,4,8,6,8,7,5,8,6,5,5,6.2
