word1,word2,mean(remove_extreme_annotator),ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,mean
大幅に,随分,7.6,7,8,8,8,7,8,8,5,6,6,7.1
しっかり,断然,6.2,5,8,7,5,6,8,7,6,2,5,5.9
本当に,しっかり,3.4,6,0,5,0,6,7,3,4,3,5,3.9
結局は,結果的に,8.2,9,9,7,8,8,9,8,8,6,7,7.9
十分に,充分に,9,10,9,8,9,9,9,9,9,10,9,9.1
ひたすら,専ら,5.8,0,10,8,9,2,8,10,6,8,7,6.8
ぎっしり,細密に,7.6,8,6,8,9,7,9,8,6,6,3,7.0
よく,時々,1.8,2,0,1,4,2,0,3,4,2,0,1.8
とても,いっそう,5.6,3,7,7,6,5,4,3,3,3,3,4.4
概ね,概して,8.4,9,10,8,9,6,9,9,9,8,8,8.5
少々,少し,9.2,10,9,10,9,8,9,9,7,8,8,8.7
もちろん,絶対に,7.2,8,8,9,6,5,8,8,6,8,3,6.9
何とか,ぎりぎり,7.2,9,8,8,7,4,7,5,6,6,6,6.6
何しろ,なにせ,9,10,9,9,10,7,9,9,8,9,6,8.6
全部,すべて,9.6,10,10,9,10,9,10,9,7,9,9,9.2
一段と,劇的に,6.8,8,8,6,6,6,8,5,7,3,0,5.7
どうか,どうにか,4.4,0,0,9,5,8,7,4,8,8,7,5.6
たくさん,多々,9,9,9,9,10,8,8,9,7,8,7,8.4
現に,事実上,7.2,5,8,9,8,6,9,9,6,6,5,7.1
まさに,正に,10,10,10,10,10,10,10,10,10,10,10,10.0
ぎっしり,いっぱい,9,10,9,9,10,7,8,9,8,7,6,8.3
ぐっと,一段と,7.4,7,8,8,8,6,7,7,7,7,6,7.1
度々,時として,4.2,3,8,1,2,7,1,6,7,5,6,4.6
概して,だいたい,8,9,8,9,7,7,9,8,8,8,7,8.0
時々,時として,8.8,10,8,10,8,8,1,7,9,8,6,7.5
すでに,すっかり,5.4,7,0,8,7,5,6,0,6,6,7,5.2
少々,いくばくか,7.2,9,7,7,7,6,8,7,6,8,7,7.2
かすかに,少しばかり,7.6,9,7,7,9,6,7,7,4,8,7,7.1
無論,当たり前に,7.4,6,8,8,8,7,7,8,5,9,1,6.7
とにかく,なにせ,7.8,9,9,8,8,5,7,8,6,7,5,7.2
常に,しばしば,3.2,0,1,7,6,2,2,0,3,7,6,3.4
すべて,ありのまま,6.8,8,5,9,7,5,8,8,5,2,1,5.8
すでに,現に,5.6,8,8,1,4,7,9,7,7,2,1,5.4
今では,もはや,7.2,9,8,8,6,5,8,8,8,6,1,6.7
頻繁に,時おり,1.4,0,0,3,2,2,1,0,4,5,6,2.3
やや,少し,7.2,9,8,8,9,2,8,8,7,8,7,7.4
度々,時折,6.2,10,4,6,4,7,8,8,4,5,7,6.3
順次,随時,5,9,0,9,1,6,4,0,8,8,5,5.0
頑として,確実に,5.2,1,5,9,6,5,5,6,6,3,1,4.7
まるで,いわば,6.4,4,8,8,8,4,7,7,5,6,1,5.8
さらに,大幅に,6.6,6,8,6,8,5,8,5,5,4,5,6.0
本当に,必ず,8,9,9,7,7,8,8,4,6,7,2,6.7
どうにも,どうしても,6.6,10,5,4,8,6,9,0,7,7,4,6.0
しばしば,しきりに,4.2,3,0,9,7,2,0,0,8,7,6,4.2
何しろ,どうにも,4.4,1,5,8,5,3,2,5,6,3,5,4.3
たくさん,大量に,9.2,10,9,9,10,8,7,8,8,9,8,8.6
いっぱいに,ずらりと,7.4,9,5,8,8,7,4,7,6,6,3,6.3
もう,いまや,8,10,6,9,9,6,9,6,9,6,3,7.3
何とも,なんとも,10,10,10,10,10,10,10,10,10,10,3,9.3
わずかに,若干,8.8,10,8,8,10,8,9,9,8,9,6,8.5
断じて,断然として,7.2,2,9,8,9,8,9,9,7,6,5,7.2
さらに,一層,8.6,9,9,8,10,7,8,9,7,9,6,8.2
まるで,あからさまに,6.4,9,2,9,7,5,1,0,3,4,3,4.3
そんなにも,さほど,8.2,10,8,8,8,7,9,9,6,6,4,7.5
常に,たびたび,4.8,0,6,9,7,2,6,0,4,6,8,4.8
基本的に,おしなべて,7.4,9,8,7,8,5,7,9,8,7,5,7.3
なんだか,どうにも,8,9,8,9,8,6,7,6,6,6,5,7.0
いっぱい,盛大に,8.2,10,7,8,9,7,5,7,4,5,6,6.8
すでに,実際に,3.6,1,8,1,0,8,8,7,7,0,2,4.2
何しろ,何せ,9,10,8,9,10,8,9,9,9,8,5,8.5
なんだか,どうしても,4.2,8,0,7,1,5,2,0,4,0,2,2.9
絶対に,断固,8,9,9,8,7,7,9,9,7,7,6,7.8
全部,総じて,8.6,10,9,9,8,7,9,9,7,8,6,8.2
全て,完全に,8.2,9,9,9,6,8,10,9,6,8,7,8.1
断固,毅然と,8.2,9,9,8,8,7,8,9,6,7,6,7.7
あまり,たいして,8.2,10,8,8,8,7,8,9,7,9,5,7.9
全体的に,全て,8.6,10,9,9,7,8,6,9,6,9,7,8.0
全部,丸々,9.4,10,10,9,10,8,7,9,7,9,8,8.7
たまに,頻繁に,1.8,0,0,8,0,1,0,9,3,3,1,2.5
主に,ただただ,2.8,1,0,7,0,6,5,0,3,7,2,3.1
とっくに,既に,9,10,10,9,10,6,8,9,8,7,7,8.4
ぐんと,一気に,8.6,9,9,8,10,7,7,9,8,9,6,8.2
たくさん,窮屈そうに,3,7,2,4,0,2,4,7,2,0,0,2.8
実際に,事実上,8.4,9,8,10,9,6,7,8,6,2,5,7.0
かなり,結構,8.6,10,8,8,10,7,9,9,7,8,6,8.2
ぐっと,ぐんと,8.2,10,9,9,7,6,8,0,9,8,6,7.2
しばしば,頻繁に,7.2,9,9,8,8,2,8,1,8,8,6,6.7
おおむね,概して,8.8,10,10,9,10,5,8,9,9,9,5,8.4
なんせ,とにかく,6.2,9,0,8,9,5,4,1,8,7,6,5.7
そのまま,全部,8.2,8,9,9,8,7,8,8,6,6,2,7.1
今も,現在も,9.6,10,10,10,10,8,10,9,8,9,6,9.0
よく,専ら,7,7,9,9,8,2,9,9,6,7,6,7.2
ぎっしり,たくさん,9,10,9,9,9,8,7,9,6,3,5,7.5
そんなには,たいして,8.2,9,9,8,8,7,8,9,7,7,5,7.7
かなり,ぐんと,8,8,9,9,8,6,6,9,7,7,7,7.6
にこやかに,にんまりと,7.2,7,9,9,4,7,2,8,7,6,3,6.2
にっこりと,にんまりと,7.4,7,9,9,5,7,2,8,7,6,3,6.3
そんなに,あまり,8.4,9,9,8,9,7,8,9,7,7,5,7.8
そのまま,すべて,7.4,10,6,9,6,6,8,8,7,6,5,7.1
さも,実に,5.2,10,0,8,4,4,6,0,3,3,5,4.3
よく,結構,8.8,9,8,9,10,8,9,9,6,3,6,7.7
だいぶ,一段と,7.8,9,9,8,7,6,5,8,7,4,5,6.8
特に,ひたすら,4.6,3,0,8,7,5,7,8,4,2,5,4.9
勿論,当たり前に,7.8,6,10,8,8,7,9,8,6,7,3,7.2
ずっと,随分,6.8,5,9,9,7,4,6,5,3,7,5,6.0
本当に,実際に,7.2,8,8,10,2,8,8,4,7,6,5,6.6
ぜんぜん,さほど,7.4,6,9,8,7,7,3,4,6,1,6,5.7
本当に,絶対,8.2,9,10,8,7,7,9,3,8,9,5,7.5
だいたい,総じて,8.4,9,10,8,8,7,2,8,8,6,6,7.2
全部,一般に,5.4,0,9,8,6,4,2,6,7,3,6,5.1
時おり,まあまあ,4.6,0,8,6,3,6,5,5,4,3,6,4.6
やっと,やっとこさ,9,10,10,9,9,7,7,9,7,9,7,8.4
しっかりと,一段と,6.2,2,8,9,6,6,4,8,3,6,3,5.5
昨今は,もはや,5,7,4,5,4,5,6,5,7,4,2,4.9
十分に,思う存分に,7.6,9,6,8,9,6,8,8,7,6,8,7.5
ほとんど,全般的に,7.8,9,9,8,7,6,8,8,7,6,8,7.6
なんせ,なにしろ,8.6,10,9,9,8,7,7,5,8,9,5,7.7
いっぱい,窮屈そうに,6.6,9,7,8,7,2,8,8,3,3,1,5.6
ぐんと,非常に,5.2,2,6,9,5,4,7,4,3,3,5,4.8
たくさん,ぎゅうぎゅうと,8,10,7,9,8,6,7,9,3,3,6,6.8
十分に,大胆に,3.2,6,0,4,1,5,5,0,2,3,5,3.1
すでに,今では,7.8,9,9,8,7,6,9,8,7,7,6,7.6
充分に,思いっきり,7.6,9,7,9,8,5,6,9,5,7,7,7.2
どうしても,いかにも,5,6,6,8,1,4,6,0,4,3,3,4.1
ほとんど,主として,6.8,8,9,9,2,6,7,0,8,7,6,6.2
きっぱり,確実に,5.4,8,0,8,6,5,6,8,7,6,5,5.9
かすかに,いささか,3.8,0,5,7,4,3,9,7,3,7,7,5.2
たくさん,ずらりと,7,9,5,8,6,7,7,5,5,6,5,6.3
いささか,若干,5.6,3,6,7,8,4,9,6,7,9,6,6.5
しっかり,絶対に,6.8,6,7,8,7,6,8,4,4,6,5,6.1
そのまま,丸々,9,10,9,9,9,8,9,5,5,9,7,8.0
多くが,全般的に,7.8,10,8,8,8,5,8,6,8,6,5,7.2
びっしり,たくさん,8.8,10,9,9,9,7,5,7,6,4,6,7.2
全て,概ね,7.8,8,9,8,8,6,2,2,8,6,7,6.4
全部,全体的に,8.6,8,10,9,8,8,5,9,8,6,7,7.8
いかにも,まさに,7.2,9,8,9,4,6,4,8,6,3,5,6.2
だいぶ,ぐんと,7,7,8,8,6,6,4,3,7,7,6,6.2
かすかに,多少,4.4,2,4,7,3,6,8,6,6,8,3,5.3
そんなに,そんなにも,7.6,10,9,8,3,8,8,7,7,9,5,7.4
思いっきりに,充分に,8.4,9,9,9,8,7,8,7,7,7,5,7.6
よく,しきりに,8.4,10,9,9,7,7,7,8,7,7,6,7.7
昨今や,今や,5.2,8,0,6,9,3,7,8,7,3,5,5.6
だいたい,専ら,6.8,9,9,8,8,0,4,7,8,7,5,6.5
かなり,非常に,8.2,10,7,9,8,7,9,8,6,8,6,7.8
いささか,いくばくか,6.8,4,8,8,8,6,7,9,6,8,5,6.9
今では,よもや,1.8,0,0,3,0,6,8,0,7,0,5,2.9
それほど,大して,8,9,9,7,8,7,9,8,7,5,5,7.4
頻繁に,結構,7.8,8,9,7,8,7,7,8,7,6,7,7.4
よろしく,何とぞ,5,8,0,8,4,5,7,0,2,6,0,4.0
全体的に,総合的に,8.4,9,9,8,9,7,9,9,7,9,5,8.1
しっかり,断固,7.6,9,8,8,7,6,9,9,7,7,5,7.5
時折,頻繁に,3,7,0,4,2,2,1,8,2,0,1,2.7
ぎゅうぎゅうと,びっしり,9,10,10,8,10,7,9,9,6,8,3,8.0
とっくに,今では,4.8,8,7,4,0,5,8,5,7,6,3,5.3
ぎっしり,大量に,8.4,10,7,9,9,7,7,8,5,3,5,7.0
よろしく,何とか,4.4,7,0,8,2,5,8,0,3,2,5,4.0
わずかに,少々,8.6,10,9,8,9,7,8,8,7,7,6,7.9
全部,全て,9.6,10,10,10,10,8,10,9,8,9,9,9.3
ずっと,いっそう,4.8,7,2,8,2,5,5,7,3,6,6,5.1
多々,いっせいに,4.6,6,0,8,3,6,4,1,2,0,3,3.3
ずらりと,ぎっしりと,8.2,10,9,9,6,7,7,7,4,1,5,6.5
そのままを,丸ごと,9.2,10,10,9,9,8,9,9,5,7,1,7.7
さながら,あたかも,7.6,9,5,8,9,7,10,9,7,7,5,7.6
実際に,現に,8.6,9,9,9,8,8,9,9,8,7,6,8.2
度々,かなり,5.2,7,0,9,8,2,8,8,6,7,7,6.2
順次,逐次,8.6,10,10,8,8,7,10,9,8,8,6,8.4
十分に,タップリと,9.2,10,10,9,10,7,8,8,7,8,5,8.2
たくさん,思い切り,7.6,8,7,8,9,6,6,3,4,7,6,6.4
少し,なかなか,3.2,1,5,4,2,4,4,4,3,0,5,3.2
一気に,ずっと,4,6,0,6,3,5,4,5,2,5,5,4.1
ぐっと,一層,7.6,9,9,7,7,6,9,9,7,6,5,7.4
辛うじて,辛くも,8.8,10,10,8,8,8,9,9,9,7,7,8.5
全部,ありのままに,7.6,9,6,9,7,7,8,6,8,6,5,7.1
かなり,急に,5.2,8,6,4,2,6,7,4,6,0,5,4.8
絶対,完全に,7.2,9,9,8,3,7,7,8,5,6,6,6.8
絶対に,断じて,8.4,10,9,9,8,6,8,8,9,7,5,7.9
常に,専ら,6.6,8,9,8,8,0,9,8,7,7,6,7.0
たいして,さほど,8.4,9,9,9,9,6,9,8,7,7,5,7.8
とても,非常に,8.4,9,10,10,7,6,8,8,8,9,5,8.0
全体的に,総じて,9,10,10,9,9,7,9,9,8,9,5,8.5
かなり,少しばかり,1,0,0,1,0,4,1,0,3,0,5,1.4
本当に,すでに,2.8,6,1,2,0,5,7,0,3,1,4,2.9
ほとんど,一般的に,6.4,5,9,8,6,4,6,9,7,6,5,6.5
少しばかり,いささか,7.4,8,8,8,8,5,7,9,6,8,5,7.2
たまに,時々,8.6,10,9,9,8,7,8,9,6,6,6,7.8
よく,しばしば,8.2,10,7,9,9,6,10,1,7,8,7,7.4
とにかく,何しろ,8,9,9,9,7,6,9,0,7,8,3,6.7
今も,すでに,6.8,8,7,9,6,4,6,6,7,2,5,6.0
一般に,概して,8.2,10,9,8,8,6,5,9,8,8,6,7.7
まさしく,まさに,9,10,10,9,8,8,8,9,9,8,7,8.6
今では,現在は,9.2,10,9,9,10,8,9,8,8,9,6,8.6
主に,ひたすら,5.6,4,7,8,4,5,7,8,3,6,5,5.7
いっせいに,盛大に,5.8,7,6,3,6,7,7,7,2,2,6,5.3
しょっちゅう,結構,7,7,7,8,6,7,7,8,4,7,6,6.7
今,実際に,3.2,6,0,2,2,6,9,7,5,5,3,4.5
まさしく,明らかに,7.2,7,7,8,8,6,9,8,6,6,5,7.0
きっぱり,断然,7.2,2,10,9,8,7,10,9,7,5,5,7.2
絶対に,断然,7.8,8,9,8,8,6,8,8,7,7,5,7.4
時々,しきりに,5.2,9,0,9,4,4,0,0,6,2,1,3.5
それほど,そんなに,8.8,10,9,9,9,7,9,9,7,9,6,8.4
断固,断然,8.4,9,9,9,8,7,8,9,8,4,6,7.7
現在,実際,4.6,8,1,4,4,6,9,7,4,1,8,5.2
総じて,全体として,9,10,10,9,9,7,9,9,9,8,7,8.7
しょせんは,結果的に,5.8,6,4,6,7,6,8,6,3,4,7,5.7
頻繁に,しきりに,8.2,9,9,8,8,7,8,6,7,8,8,7.8
いかにも,まったく,4.8,8,0,7,5,4,2,0,3,1,5,3.5
常に,しきりに,6.2,1,9,8,7,6,9,7,6,8,8,6.9
ぎっしりと,びっしりと,9,10,9,9,10,7,10,8,8,8,5,8.4
概ね,おしなべて,8.6,10,9,9,9,6,5,8,9,9,6,8.0
ほぼ,常に,5.6,6,7,8,1,6,8,3,8,7,8,6.2
いまや,よもや,3.6,4,0,7,0,7,7,0,8,0,1,3.4
今では,昨今は,4.8,5,0,6,9,4,8,0,7,2,5,4.6
ちょっと,いくばくか,7.4,7,9,7,8,6,8,8,7,8,6,7.4
ぐんと,一層,7.6,9,9,7,7,6,7,7,7,8,6,7.3
タップリと,思う存分に,8,9,8,8,8,7,9,8,7,8,7,7.9
たくさん,充分に,8.2,10,6,8,10,7,8,7,8,9,8,8.1
たくさん,盛大に,7.6,10,6,9,6,7,5,8,3,5,7,6.6
しっかりと,ずっと,3.2,6,0,5,0,5,6,0,2,6,7,3.7
よもや,もはや,4.8,10,0,8,0,6,8,0,8,0,7,4.7
無論,確実に,4,6,4,6,0,4,7,0,6,6,5,4.4
しっかり,きっぱり,6.6,10,4,8,5,6,8,4,7,6,5,6.3
ずらり,ぎっしり,7,10,7,9,2,7,4,8,5,6,6,6.4
結構,時おり,3.6,7,0,2,4,5,1,0,7,2,1,2.9
いっぱい,多数,8.4,10,9,8,8,7,8,8,7,8,7,8.0
しばしば,かなり,6.8,9,8,8,7,2,9,0,6,7,7,6.3
よろしく,どうか,5.2,6,6,9,0,5,8,0,2,3,6,4.5
何とぞ,何とか,7.6,9,9,8,5,7,8,9,6,4,5,7.0
どうせ,結局は,8.4,10,10,9,7,6,7,9,7,5,6,7.6
びっしり,ぎゅうぎゅうに,8.4,10,9,8,8,7,10,9,7,4,6,7.8
それほど,ぜんぜん,5.8,7,1,8,6,7,2,8,7,3,6,5.5
いっぱいに,ぎっしり,8.2,8,8,7,9,9,8,8,9,8,9,8.3
絶対に,勿論,5.6,5,5,4,6,8,8,6,7,0,6,5.5
概して,多くが,4.8,6,2,1,8,7,9,5,8,7,8,6.1
かなり,少し,0.2,0,0,0,1,0,2,0,0,0,5,0.8
とにかく,どうやら,1.6,2,0,0,6,0,3,2,5,2,2,2.2
しっかりと,タップリと,5,5,1,4,8,7,6,6,4,0,4,4.5
全体的に,基本的に,5.2,5,0,7,7,7,7,6,8,0,1,4.8
そんなに,そんなには,6.2,7,0,5,9,10,7,10,9,8,9,7.4
何かと,たびたび,5.6,6,1,5,8,8,6,7,0,2,6,4.9
何かと,頻繁に,5.4,7,1,6,5,8,6,7,7,0,7,5.4
もはや,すっかり,5.2,2,5,2,8,9,7,7,0,0,7,4.7
時々,まあまあ,5,3,7,3,7,5,3,6,5,2,5,4.6
あたかも,いわば,3.4,4,3,0,7,3,7,5,8,0,3,4.0
すっかり,さも,2.4,0,1,0,8,3,3,5,0,0,3,2.3
いかにも,あたかも,5.4,0,8,3,8,8,8,6,9,7,2,5.9
だいぶ,いっそう,4.4,0,8,0,7,7,7,5,7,4,2,4.7
もちろん,当たり前に,7.4,8,8,3,9,9,6,7,8,9,4,7.1
あらかた,概ね,8.8,8,8,9,9,10,7,7,9,8,6,8.1
なんとか,辛くも,6.6,8,7,0,8,10,8,5,9,7,7,6.9
思い切り,充分に,5,3,0,6,8,8,7,3,8,5,3,5.1
さも,あたかも,8.4,9,7,8,8,10,8,5,8,5,5,7.3
少々,なかなか,2,0,0,2,4,4,3,3,4,2,4,2.6
多々,いっぱい,7,6,8,3,9,9,6,7,7,8,8,7.1
結構,まあまあ,5.4,8,5,0,9,5,5,5,7,7,7,5.8
ずっと,ぐっと,3,0,2,0,8,5,2,2,7,1,2,2.9
頑として,断然として,6.6,6,8,2,8,9,7,6,8,7,5,6.6
何とか,やっとこさ,8.2,9,7,6,9,10,8,7,9,7,5,7.7
わずかに,少しばかり,8.6,9,9,8,8,9,7,8,9,8,8,8.3
びっしりと,たくさん,7,7,7,3,9,9,6,7,8,6,7,6.9
たいして,大して,9.8,10,9,10,10,10,10,10,10,10,10,9.9
いかにも,まさしく,8.2,10,8,5,9,9,8,6,8,7,6,7.6
こんがり,こんがりと,9.4,9,9,9,10,10,7,10,9,9,9,9.1
ずらりと,いっせいに,6.2,6,6,1,9,9,3,3,5,3,4,4.9
いささか,わずかばかり,7,8,9,4,8,6,7,5,9,8,4,6.8
何かと,度々,4.8,7,3,1,5,8,7,7,8,0,7,5.3
今や,昨今は,3.8,2,7,2,8,0,8,7,8,4,7,5.3
現在,現に,3.6,3,1,0,5,9,6,8,9,3,6,5.0
とにかく,どうにも,3.2,0,1,0,6,9,3,5,5,0,4,3.3
たくさん,思いっきり,4,0,2,2,8,8,4,5,5,0,2,3.6
やはり,まことに,4.6,5,2,0,9,7,3,3,7,7,5,4.8
ぎっしり,窮屈そうに,5.6,5,5,4,6,8,4,6,7,4,6,5.5
全部,完全に,7,7,7,3,9,9,7,7,8,7,3,6.7
今も,現在,6.2,7,4,3,9,8,6,10,8,6,4,6.5
色々と,たびたび,4.4,5,3,4,5,5,2,3,0,1,6,3.4
たびたび,頻繁に,8,9,7,6,9,9,8,7,9,9,6,7.9
にっこり,にんまり,7.8,5,9,7,9,9,7,9,8,4,5,7.2
にこにこ,にんまり,7.8,5,9,7,9,9,7,9,8,4,5,7.2
色々と,いろいろと,10,10,10,10,10,10,10,10,10,10,10,10.0
ぐんと,急に,7.4,6,6,8,8,9,7,3,9,9,8,7.3
きょうび,もはや,3.6,0,4,5,9,0,8,3,1,1,2,3.3
だいたい,一般に,6.8,6,3,7,9,9,7,5,8,7,5,6.6
今も,実際に,2.8,0,1,4,4,5,6,0,8,2,1,3.1
すでに,現在では,5.2,6,2,3,8,7,6,3,7,4,1,4.7
なんとか,辛うじて,8.4,10,7,6,9,10,8,7,9,7,7,8.0
よく,度々,8.2,8,7,8,9,9,7,7,8,8,7,7.8
そのまま,何もかも,2.8,2,0,1,5,6,4,3,3,4,2,3.0
かすかに,若干,7.2,5,7,7,8,9,6,8,8,8,7,7.3
少しばかり,ちょっと,7.2,4,7,8,8,9,6,8,9,8,7,7.4
そのまま,そのままを,7.6,7,6,5,10,10,7,10,9,8,9,8.1
そのまま,ありのままに,7.8,7,7,5,10,10,7,8,9,8,8,7.9
いっぱいに,ぎゅうぎゅうに,7.6,6,7,6,9,10,6,7,9,8,7,7.5
多々,盛大に,4.6,2,2,3,8,8,2,7,7,3,2,4.4
さながら,まるで,7,9,8,2,7,9,7,5,9,9,7,7.2
何とか,辛うじて,8.2,9,7,6,9,10,9,7,9,8,7,8.1
今日では,現在では,9,9,9,8,9,10,7,10,9,8,6,8.5
ほとんど,だいたい,8.8,8,9,9,8,10,8,8,9,8,7,8.4
全部,ありのまま,6,5,6,1,9,9,7,6,8,6,1,5.8
しょっちゅう,かなり,7.4,6,7,7,8,9,7,8,6,3,4,6.5
結局,しょせんは,6.6,5,6,5,7,10,8,7,9,7,4,6.8
だんだん,順に,5.4,2,2,4,9,10,7,5,4,7,4,5.4
概して,一般的に,7.8,9,7,4,9,10,8,7,9,8,5,7.6
ニコニコ,にんまり,7.4,5,9,6,8,9,7,9,8,4,5,7.0
今や,現在は,7.4,6,9,4,9,9,7,10,7,5,6,7.2
たびたび,時折,5.2,2,6,7,2,9,3,5,8,6,7,5.5
全体的に,トータル的に,9.4,9,9,9,10,10,8,8,9,8,8,8.8
必ず,完全に,6.2,3,7,4,9,8,6,8,5,8,1,5.9
明らかに,あからさまに,6.8,4,8,4,9,9,8,10,8,8,3,7.1
もう,今では,6.2,3,7,3,8,10,7,2,8,7,5,6.0
主に,常に,5.6,5,3,2,9,9,6,6,5,6,4,5.5
とっくに,いまや,5.8,2,4,7,9,7,7,5,7,4,2,5.4
だんだん,順次,7.2,5,6,7,9,9,7,5,7,7,4,6.6
きょうび,現在では,7,6,8,5,9,7,8,8,9,7,6,7.3
さらに,ぐんと,6.4,5,6,6,7,8,7,3,8,0,5,5.5
全般的に,総じて,8,8,7,7,9,9,7,6,9,8,7,7.7
さながら,いわば,6,1,8,3,9,9,7,5,9,4,6,6.1
しばしば,結構,6.8,6,7,6,8,7,6,6,7,2,5,6.0
すでに,よもや,2.4,0,5,2,5,0,7,5,0,0,5,2.9
とても,大幅に,7,6,6,7,7,9,5,7,7,7,6,6.7
すでに,いまや,7,5,7,6,8,9,7,6,8,4,6,6.6
ずらりと,一斉に,7.2,6,6,6,9,9,3,5,8,3,6,6.1
きっぱりと,絶対に,5,0,4,4,8,9,6,6,8,5,7,5.7
本当に,実際,7,9,5,4,9,8,6,5,0,8,5,5.9
今や,いまや,10,10,10,10,10,10,10,10,10,10,10,10.0
多々,ずらりと,5.6,5,4,3,8,8,3,6,7,2,3,4.9
どうにか,やっと,8,8,8,7,9,8,7,7,9,8,7,7.8
いっそう,一層,10,10,10,10,10,10,10,10,10,10,9,9.9
いっぱいに,びっしりと,8.2,7,8,8,9,9,6,7,9,8,7,7.8
色々と,何分,2.4,0,3,3,6,0,4,4,0,0,7,2.7
急に,劇的に,6.8,7,5,9,4,9,7,5,7,7,7,6.7
ありのまま,丸ごと,7,6,6,6,8,9,3,7,8,5,2,6.0
絶対,断固,7.2,5,6,8,8,9,7,7,7,8,8,7.3
ぎりぎりで,やっと,6,5,7,4,9,5,7,5,5,7,4,5.8
まるで,まさしく,6.8,5,8,3,9,9,8,7,9,6,2,6.6
ずらりと,整然と,4.2,5,5,2,2,7,3,4,6,2,6,4.2
もちろん,当然,8.2,7,8,8,8,10,9,7,9,8,8,8.2
たまに,しばしば,3.2,3,8,3,0,2,3,6,0,1,7,3.3
少しばかり,若干,8.2,7,8,9,8,9,6,8,7,7,7,7.6
必ず,きっぱり,5.8,2,6,6,7,8,5,7,6,5,6,5.8
どうにも,何とも,7,5,7,6,8,9,6,6,9,2,8,6.6
一般に,概ね,8.6,9,7,8,9,10,7,7,8,8,7,8.0
しっかりと,思う存分に,5.8,2,6,4,9,8,6,5,1,1,3,4.5
総じて,総合的に,8.2,4,9,9,10,9,9,8,9,8,7,8.2
勿論,無論,9.2,9,8,9,10,10,8,8,9,8,5,8.4
まったく,なんとも,3.8,0,3,3,8,5,3,5,5,2,6,4.0
やはり,さも,3.6,4,2,3,9,0,3,6,0,0,4,3.1
なにせ,どうやら,4,2,3,2,8,5,3,5,0,0,2,3.0
いささか,なかなか,2.2,2,0,3,1,5,5,4,3,2,6,3.1
時々,時折,8.6,8,8,9,9,9,9,8,8,7,7,8.2
たくさん,ずらり,7,6,5,6,9,9,4,7,4,3,6,5.9
一気に,劇的に,7.6,8,6,9,6,9,8,7,8,7,7,7.5
少し,若干,7.6,8,7,9,8,6,7,8,8,8,7,7.6
何とか,ぎりぎりで,6.4,7,6,4,9,6,7,7,7,6,7,6.6
結局は,結局,9,9,8,8,10,10,7,10,9,9,9,8.9
充分,いかんなく,7.2,5,8,6,8,9,7,7,8,8,7,7.3
ぜんぶ,丸々,8.4,6,9,8,9,10,6,8,9,9,7,8.1
少々,わずかばかり,8.2,7,8,8,9,9,7,8,8,9,7,8.0
しょせん,どうせ,8,7,7,7,9,10,6,3,9,8,7,7.3
多々,大量に,7.2,7,8,4,8,9,5,7,8,8,7,7.1
頑として,断然,6.8,7,7,2,9,9,6,6,8,7,6,6.7
まさに,現に,7.4,5,8,4,10,10,7,5,9,8,6,7.2
ぎっしりと,細密に,4.6,1,6,0,7,9,6,6,3,5,3,4.6
どうにも,いかにも,3.2,2,4,2,8,0,3,5,8,1,6,3.9
現在,すでに,6.6,5,6,6,8,8,8,3,0,6,5,5.5
今,現在,9,8,9,8,10,10,8,10,9,8,9,8.9
にこやかに,にこにこ,8.6,7,8,8,10,10,7,9,8,8,7,8.2
にっこりと,にこやかに,9,9,9,9,9,9,7,9,8,8,7,8.4
全体的に,一般的に,6.8,5,6,6,8,9,7,7,9,5,5,6.7
さらに,とても,4.8,0,6,1,8,9,4,8,8,0,3,4.7
いっぱい,大量に,8,9,8,5,9,9,7,8,9,8,7,7.9
たくさん,整然と,2.4,2,2,0,2,6,2,6,1,2,2,2.5
とても,急に,2.2,0,0,3,2,6,3,3,8,4,1,3.0
たまに,結構,1,1,3,0,1,0,3,3,0,5,1,1.7
ぜんぜん,さほどは,3.8,2,6,3,7,1,6,4,0,0,1,3.0
そのまま,ありのまま,6.6,7,7,1,9,9,6,8,9,8,8,7.2
あまり,そんなにも,5.8,5,7,6,6,5,3,8,9,5,6,6.0
だいたい,常に,3.8,2,8,4,5,0,7,8,0,2,7,4.3
かなり,いっそう,3.6,0,5,1,4,8,6,7,8,6,5,5.0
少し,少しばかり,7.6,8,5,6,9,10,7,9,8,9,7,7.8
多少,いささか,6.8,5,4,8,8,9,6,5,8,8,3,6.4
もちろん,無論,8.8,9,7,9,9,10,8,8,9,8,6,8.3
やっと,辛うじて,7.8,8,6,6,9,10,8,7,9,7,7,7.7
たびたび,しきりに,7.6,7,5,8,9,9,7,6,7,8,7,7.3
ぎっしりと,大量に,6.6,6,6,3,9,9,6,7,7,8,5,6.6
どうせ,所詮,7.4,5,8,6,8,10,8,5,9,7,7,7.3
ほとんどが,ひたすら,1,0,5,0,0,0,3,3,0,0,1,1.2
一段と,一層,7.6,7,8,6,9,8,7,6,8,6,4,6.9
今も,本当に,2.2,0,0,0,5,6,4,0,0,0,0,1.5
きっぱり,毅然と,7.6,8,8,3,9,10,7,8,9,7,7,7.6
時々,結構,1.8,4,3,1,0,1,6,8,0,2,3,2.8
